Year,Place,Name,Time,Rookie,Hometown,Year,Days,Hours,Min,Sec,Time_(days),Finish,Prize_Money,Points_(binary),Points_(top_20),Points_(1/x)
1998,99,Marie Hayashida,0d 0h 0m 0s,Yes,"Jackson, WY",1998,0,0,0,0,0,No,0,0,0,0.01010101
1998,99,Dave Lindquist,0d 0h 0m 0s,Yes,"Moose Pass, AK",1998,0,0,0,0,0,No,0,0,0,0.01010101
1998,99,Keli Mahoney,0d 0h 0m 0s,,"Talkeetna, AK",1998,0,0,0,0,0,No,0,0,0,0.01010101
1998,99,Roy Monk,0d 0h 0m 0s,,Saville Green UK,1998,0,0,0,0,0,No,0,0,0,0.01010101
1998,99,Michael Nosko,0d 0h 0m 0s,,"Wasilla, AK",1998,0,0,0,0,0,No,0,0,0,0.01010101
1998,99,Kris Swanguarin,0d 0h 0m 0s,,"Healy, AK",1998,0,0,0,0,0,No,0,0,0,0.01010101
1997,1,Martin Buser,9d 8h 30m 45s,,"Big Lake, AK",1997,9,8,30,45,9.3546875,Yes,50000,1,1,1
1997,2,Doug Swingley,9d 11h 41m 15s,,"Lincoln, MT",1997,9,11,41,15,9.486979167,Yes,44800,0,0.95,0.5
1997,3,Jeff King,9d 15h 35m 15s,,"Denali Park, AK",1997,9,15,35,15,9.649479167,Yes,36400,0,0.9,0.333333333
1997,4,DeeDee Jonrowe,9d 18h 26m 10s,,"Willow, AK",1997,9,18,26,10,9.768171296,Yes,31500,0,0.85,0.25
1997,5,Vern Halter,9d 20h 58m 44s,,"Trapper Creek, AK",1997,9,20,58,44,9.87412037,Yes,27300,0,0.8,0.2
1997,6,Lavon Barve,9d 21h 6m 37s,,"Wasilla, AK",1997,9,21,6,37,9.879594907,Yes,24955,0,0.75,0.166666667
1997,7,Bill Cotter,9d 21h 37m 28s,,"Nenana, AK",1997,9,21,37,28,9.901018519,Yes,23328,0,0.7,0.142857143
1997,8,Ramy Brooks,9d 21h 51m 9s,,"Fairbanks, AK",1997,9,21,51,9,9.910520833,Yes,21700,0,0.65,0.125
1997,9,Peryll Kyzer,9d 22h 20m 49s,,"Willow, AK",1997,9,22,20,49,9.931122685,Yes,20073,0,0.6,0.111111111
1997,10,Tim Osmar,9d 22h 59m 28s,,"Kasilof, AK",1997,9,22,59,28,9.957962963,Yes,18445,0,0.55,0.1
1997,11,John Baker,9d 23h 9m 36s,,"Kotzebue, AK",1997,9,23,9,36,9.965,Yes,15470,0,0.5,0.090909091
1997,12,Sven Engholm,9d 23h 27m 8s,,Norway,1997,9,23,27,8,9.977175926,Yes,13090,0,0.45,0.083333333
1997,13,Charlie Boulding,9d 23h 49m 25s,,"Manley, AK",1997,9,23,49,25,9.992650463,Yes,11305,0,0.4,0.076923077
1997,14,Paul Gebhardt,10d 8h 59m 25s,,"Kasilof, AK",1997,10,8,59,25,10.37459491,Yes,10115,0,0.35,0.071428571
1997,15,Ramey Smyth,10d 14h 11m 20s,,"Big Lake, AK",1997,10,14,11,20,10.5912037,Yes,9520,0,0.3,0.066666667
1997,16,Mitch Seavey,10d 14h 31m 55s,,"Seward, AK",1997,10,14,31,55,10.60549769,Yes,0,0,0.25,0.0625
1997,17,Linwood Fiedler,10d 14h 58m 20s,,"Willow, AK",1997,10,14,58,20,10.62384259,Yes,8820,0,0.2,0.058823529
1997,18,"Mike Williams, Sr.",10d 15h 45m 2s,,"Akiak, AK",1997,10,15,45,2,10.65627315,Yes,8400,0,0.15,0.055555556
1997,19,David Sawatzky,10d 17h 54m 0s,,"Healy, AK",1997,10,17,54,0,10.74583333,Yes,7980,0,0.1,0.052631579
1997,20,Kris Swanguarin,10d 19h 26m 1s,Yes,"Healy, AK",1997,10,19,26,1,10.8097338,Yes,7560,0,0.05,0.05
1997,21,Nicolas Pattaroni,11d 1h 28m 1s,,Switzerland,1997,11,1,28,1,11.06112269,Yes,0,0,0,0.047619048
1997,22,Michael Nosko,11d 1h 49m 22s,,"Wasilla, AK",1997,11,1,49,22,11.07594907,Yes,0,0,0,0.045454545
1997,23,Jack Berry,11d 6h 42m 22s,,"Fritz Creek, AK",1997,11,6,42,22,11.2794213,Yes,0,0,0,0.043478261
1997,24,Krista Maciolek,11d 17h 59m 54s,,"Talkeetna, AK",1997,11,17,59,54,11.74993056,Yes,0,0,0,0.041666667
1997,25,Raymie Redington,11d 18h 0m 21s,,"Knik, AK",1997,11,18,0,21,11.75024306,Yes,0,0,0,0.04
1997,26,Harry Caldwell,12d 0h 48m 48s,,"Wasilla, AK",1997,12,0,48,48,12.03388889,Yes,0,0,0,0.038461538
1997,27,Robert Bundtzen,12d 1h 32m 43s,,"Anchorage, AK",1997,12,1,32,43,12.06438657,Yes,0,0,0,0.037037037
1997,28,Jean Lacroix,12d 8h 46m 50s,Yes,"Bourdelins, France",1997,12,8,46,50,12.36585648,Yes,0,0,0,0.035714286
1997,29,Randy Adkins,12d 12h 59m 6s,,"Kasilof, AK",1997,12,12,59,6,12.54104167,Yes,0,0,0,0.034482759
1997,30,Keli Mahoney,12d 15h 31m 52s,Yes,"Talkeetna, AK",1997,12,15,31,52,12.64712963,Yes,0,0,0,0.033333333
1997,31,Ross Adam,13d 0h 24m 26s,Yes,"Grande Prairie, AB",1997,13,0,24,26,13.01696759,Yes,0,0,0,0.032258065
1997,32,Mark Lindstrom,13d 0h 24m 49s,Yes,"Seward, AK",1997,13,0,24,49,13.0172338,Yes,0,0,0,0.03125
1997,33,Al Hardman,13d 0h 58m 40s,Yes,"Ludington, MI",1997,13,0,58,40,13.04074074,Yes,1049,0,0,0.03030303
1997,34,Shawn Sidelinger,13d 3h 30m 30s,Yes,"Willow, AK",1997,13,3,30,30,13.14618056,Yes,0,0,0,0.029411765
1997,35,Dan Seavey,13d 4h 3m 10s,,"Seward, AK",1997,13,4,3,10,13.16886574,Yes,0,0,0,0.028571429
1997,36,Joe Redington Sr,13d 4h 18m 57s,,"Knik, AK",1997,13,4,18,57,13.17982639,Yes,0,0,0,0.027777778
1997,37,Wayne Curtis,13d 4h 23m 5s,,"Wasilla, AK",1997,13,4,23,5,13.18269676,Yes,0,0,0,0.027027027
1997,38,Bill Bass,13d 10h 57m 31s,,"Anchorage, AK",1997,13,10,57,31,13.4566088,Yes,0,0,0,0.026315789
1997,39,Bob Hickel,13d 10h 58m 47s,,"Anchorage, AK",1997,13,10,58,47,13.45748843,Yes,0,0,0,0.025641026
1997,40,Don Bowers,14d 4h 54m 3s,,"Montana Creek, AK",1997,14,4,54,3,14.20420139,Yes,0,0,0,0.025
1997,41,Suzan Amundsen,14d 4h 55m 2s,Yes,"Fairbanks, AK",1997,14,4,55,2,14.20488426,Yes,0,0,0,0.024390244
1997,42,Sonny King,14d 4h 58m 5s,Yes,"Spartanburg, SC",1997,14,4,58,5,14.20700231,Yes,0,0,0,0.023809524
1997,43,Jerome Longo,14d 12h 23m 11s,Yes,"Willow, AK",1997,14,12,23,11,14.51609954,Yes,0,0,0,0.023255814
1997,44,Ken Chase,15d 9h 19m 22s,,"Anvik, AK",1997,15,9,19,22,15.38844907,Yes,0,0,0,0.022727273
1997,99,John Barron,0d 0h 0m 0s,,"Sheep Creek, AK",1997,0,0,0,0,0,No,0,0,0,0.01010101
1997,99,Dave Branholm,0d 0h 0m 0s,,"Wasilla, AK",1997,0,0,0,0,0,No,0,0,0,0.01010101
1997,99,Ted English,0d 0h 0m 0s,,"Willow, AK",1997,0,0,0,0,0,No,0,0,0,0.01010101
1997,99,Bob Ernissee,0d 0h 0m 0s,,"Anchorage, AK",1997,0,0,0,0,0,No,0,0,0,0.01010101
1997,99,Max Hall,0d 0h 0m 0s,,"Manchester, England",1997,0,0,0,0,0,No,0,0,0,0.01010101
1997,99,Linda Joy,0d 0h 0m 0s,Yes,"Willow, AK",1997,0,0,0,0,0,No,0,0,0,0.01010101
1997,99,Jerry Raychel,0d 0h 0m 0s,,"Chugiak, AK",1997,0,0,0,0,0,No,0,0,0,0.01010101
1997,99,James Ritchie,0d 0h 0m 0s,Yes,"Wenatchee, WA",1997,0,0,0,0,0,No,0,0,0,0.01010101
1997,99,Lori Townsend,0d 0h 0m 0s,,"Aniak, AK",1997,0,0,0,0,0,No,0,0,0,0.01010101
1996,1,Jeff King,9d 5h 43m 0s,,"Denali Park, AK",1996,9,5,43,0,9.238194444,Yes,50000,1,1,1
1996,2,Doug Swingley,9d 8h 32m 0s,,"Simms, MT",1996,9,8,32,0,9.355555556,Yes,32000,0,0.95,0.5
1996,3,Martin Buser,9d 17h 58m 0s,,"Big Lake, AK",1996,9,17,58,0,9.748611111,Yes,26000,0,0.9,0.333333333
1996,4,Tim Osmar,9d 18h 31m 0s,,"Kasilof, AK",1996,9,18,31,0,9.771527778,Yes,22500,0,0.85,0.25
1996,5,DeeDee Jonrowe,9d 20h 18m 0s,,"Willow, AK",1996,9,20,18,0,9.845833333,Yes,19500,0,0.8,0.2
1996,6,Bill Cotter,9d 21h 53m 0s,,"Nenana, AK",1996,9,21,53,0,9.911805556,Yes,17825,0,0.75,0.166666667
1996,7,Charlie Boulding,9d 22h 0m 0s,,"Manley, AK",1996,9,22,0,0,9.916666667,Yes,16663,0,0.7,0.142857143
1996,8,David Sawatzky,9d 22h 29m 0s,,"Healy, AK",1996,9,22,29,0,9.936805556,Yes,15500,0,0.65,0.125
1996,9,Vern Halter,10d 0h 59m 0s,,"Trapper Creek, AK",1996,10,0,59,0,10.04097222,Yes,14338,0,0.6,0.111111111
1996,10,Peryll Kyzer,10d 1h 29m 0s,,"Willow, AK",1996,10,1,29,0,10.06180556,Yes,13175,0,0.55,0.1
1996,11,Ramy Brooks,10d 2h 56m 0s,,"Fairbanks, AK",1996,10,2,56,0,10.12222222,Yes,11050,0,0.5,0.090909091
1996,12,Dave Scheer,10d 4h 0m 0s,,"Kasilof, AK",1996,10,4,0,0,10.16666667,Yes,9350,0,0.45,0.083333333
1996,13,Robin Jacobson,10d 4h 41m 0s,,"Helena, MT",1996,10,4,41,0,10.19513889,Yes,8075,0,0.4,0.076923077
1996,14,Lavon Barve,10d 5h 54m 0s,,"Wasilla, AK",1996,10,5,54,0,10.24583333,Yes,7225,0,0.35,0.071428571
1996,15,Mitch Seavey,10d 6h 27m 0s,,"Seward, AK",1996,10,6,27,0,10.26875,Yes,6800,0,0.3,0.066666667
1996,16,John Barron,10d 6h 35m 0s,,"Sheep Creek, AK",1996,10,6,35,0,10.27430556,Yes,6600,0,0.25,0.0625
1996,17,Linwood Fiedler,10d 7h 25m 0s,,"Willow, AK",1996,10,7,25,0,10.30902778,Yes,6300,0,0.2,0.058823529
1996,18,Cim Smyth,10d 8h 0m 0s,Yes,"Big Lake, AK",1996,10,8,0,0,10.33333333,Yes,6000,0,0.15,0.055555556
1996,19,Roger Dahl,10d 8h 28m 0s,Yes,Norway,1996,10,8,28,0,10.35277778,Yes,5700,0,0.1,0.052631579
1996,20,Sven Engholm,10d 14h 6m 0s,Yes,Norway,1996,10,14,6,0,10.5875,Yes,5400,0,0.05,0.05
1996,21,Jerry Austin,10d 16h 38m 0s,,"Saint Michael, AK",1996,10,16,38,0,10.69305556,Yes,0,0,0,0.047619048
1996,22,John Baker,10d 23h 26m 0s,Yes,"Kotzebue, AK",1996,10,23,26,0,10.97638889,Yes,0,0,0,0.045454545
1996,23,Tomas Israelsson,11d 7h 52m 0s,,"Bethel, AK",1996,11,7,52,0,11.32777778,Yes,0,0,0,0.043478261
1996,24,Duane Halverson,11d 7h 55m 0s,,"Trapper Creek, AK",1996,11,7,55,0,11.32986111,Yes,0,0,0,0.041666667
1996,25,Bruce Lee,11d 7h 57m 0s,,"Denali Park, AK",1996,11,7,57,0,11.33125,Yes,0,0,0,0.04
1996,26,Paul Gebhardt,11d 8h 8m 0s,Yes,"Kasilof, AK",1996,11,8,8,0,11.33888889,Yes,0,0,0,0.038461538
1996,26,Diana Moroney,11d 8h 10m 0s,,"Chugiak, AK",1996,11,8,10,0,11.34027778,Yes,0,0,0,0.038461538
1996,28,Andy Willis,11d 12h 11m 0s,Yes,"Anchorage, AK",1996,11,12,11,0,11.50763889,Yes,0,0,0,0.035714286
1996,29,Dave Olesen,11d 14h 13m 0s,,"Yellowknife, NWT",1996,11,14,13,0,11.59236111,Yes,0,0,0,0.034482759
1996,30,Nicolas Pattaroni,12d 7h 4m 0s,,Switzerland,1996,12,7,4,0,12.29444444,Yes,0,0,0,0.033333333
1996,31,Connor Thomas,12d 8h 27m 0s,,"Nome, AK",1996,12,8,27,0,12.35208333,Yes,0,0,0,0.032258065
1996,32,Stephen Adkins,12d 9h 15m 0s,,"Trapper Creek, AK",1996,12,9,15,0,12.38541667,Yes,0,0,0,0.03125
1996,33,Kazuo Kojima,12d 9h 26m 0s,,"Tokyo, Japan",1996,12,9,26,0,12.39305556,Yes,0,0,0,0.03030303
1996,34,Michael Nosko,12d 11h 56m 0s,Yes,"Wasilla, AK",1996,12,11,56,0,12.49722222,Yes,0,0,0,0.029411765
1996,35,Harry Caldwell,12d 13h 13m 0s,,"Wasilla, AK",1996,12,13,13,0,12.55069444,Yes,0,0,0,0.028571429
1996,36,Mike Weber,13d 4h 43m 0s,Yes,"Nome, AK",1996,13,4,43,0,13.19652778,Yes,0,0,0,0.027777778
1996,37,Jim Davis,13d 5h 24m 0s,,"Palmer, AK",1996,13,5,24,0,13.225,Yes,0,0,0,0.027027027
1996,38,Randy Romenesko,13d 5h 24m 0s,Yes,"Nome, AK",1996,13,5,24,0,13.225,Yes,0,0,0,0.026315789
1996,39,Susan Whiton,13d 5h 24m 0s,,"Willow, AK",1996,13,5,24,0,13.225,Yes,0,0,0,0.025641026
1996,40,Lori Townsend,13d 5h 36m 0s,Yes,"Aniak, AK",1996,13,5,36,0,13.23333333,Yes,0,0,0,0.025
1996,41,Bill Gallea,13d 7h 53m 0s,Yes,"Seeley Lake, MT",1996,13,7,53,0,13.32847222,Yes,0,0,0,0.024390244
1996,42,Mark Nordman,13d 11h 31m 0s,,"Grand Marais, MN",1996,13,11,31,0,13.47986111,Yes,0,0,0,0.023809524
1996,43,Aaron Burmeister,14d 4h 48m 0s,,"Fairbanks, AK",1996,14,4,48,0,14.2,Yes,0,0,0,0.023255814
1996,44,Rob Carss,14d 5h 7m 0s,Yes,"Cochrane, AB",1996,14,5,7,0,14.21319444,Yes,0,0,0,0.022727273
1996,45,Ararad Khatchikian,14d 6h 14m 0s,Yes,"Tarvisio, Italy",1996,14,6,14,0,14.25972222,Yes,0,0,0,0.022222222
1996,46,Dave Branholm,14d 6h 37m 0s,,"Wasilla, AK",1996,14,6,37,0,14.27569444,Yes,0,0,0,0.02173913
1996,47,Lisa Moore,15d 14h 15m 0s,Yes,"Fairbanks, AK",1996,15,14,15,0,15.59375,Yes,0,0,0,0.021276596
1996,48,Don Bowers,15d 14h 16m 0s,Yes,"Montana Creek, AK",1996,15,14,16,0,15.59444444,Yes,0,0,0,0.020833333
1996,49,Andy Sterns,15d 23h 48m 0s,Yes,"Denali Park, AK",1996,15,23,48,0,15.99166667,Yes,0,0,0,0.020408163
1996,99,Jack Berry,0d 0h 0m 0s,,"Fritz Creek, AK",1996,0,0,0,0,0,No,0,0,0,0.01010101
1996,99,Mark Black,0d 0h 0m 0s,Yes,"Duluth, MN",1996,0,0,0,0,0,No,0,0,0,0.01010101
1996,99,Rich Bosela,0d 0h 0m 0s,,"Chugiak, AK",1996,0,0,0,0,0,No,0,0,0,0.01010101
1996,99,Bob Bright,0d 0h 0m 0s,,"Chicago, IL",1996,0,0,0,0,0,No,0,0,0,0.01010101
1996,99,Bill Hall,0d 0h 0m 0s,,"Trapper Creek, AK",1996,0,0,0,0,0,No,0,0,0,0.01010101
1996,99,Linda Joy,0d 0h 0m 0s,Yes,"Willow, AK",1996,0,0,0,0,0,No,0,0,0,0.01010101
1996,99,Roy Monk,0d 0h 0m 0s,,Saville Green UK,1996,0,0,0,0,0,No,0,0,0,0.01010101
1996,99,Ralph Ray,0d 0h 0m 0s,Yes,"Eagle River, AK",1996,0,0,0,0,0,No,0,0,0,0.01010101
1996,99,Kjell Risung,0d 0h 0m 0s,,"Kasilof, AK",1996,0,0,0,0,0,No,0,0,0,0.01010101
1996,99,Rick Swenson,0d 0h 0m 0s,,"Two Rivers, AK",1996,0,0,0,0,0,No,0,0,0,0.01010101
1996,99,Stan Zuray,0d 0h 0m 0s,,"Tanana, AK",1996,0,0,0,0,0,No,0,0,0,0.01010101
1995,1,Doug Swingley,9d 2h 42m 19s,,"Simms, MT",1995,9,2,42,19,9.112719907,Yes,52500,1,1,1
1995,2,Martin Buser,9d 8h 47m 44s,,"Big Lake, AK",1995,9,8,47,44,9.366481481,Yes,38080,0,0.95,0.5
1995,3,Bill Cotter,9d 10h 52m 23s,,"Nenana, AK",1995,9,10,52,23,9.453043981,Yes,30940,0,0.9,0.333333333
1995,4,DeeDee Jonrowe,9d 11h 24m 7s,,"Willow, AK",1995,9,11,24,7,9.475081019,Yes,26775,0,0.85,0.25
1995,5,Charlie Boulding,9d 14h 58m 0s,,"Manley, AK",1995,9,14,58,0,9.623611111,Yes,23205,0,0.8,0.2
1995,6,Rick Mackey,9d 15h 52m 0s,,"Nenana, AK",1995,9,15,52,0,9.661111111,Yes,21212,0,0.75,0.166666667
1995,7,Jeff King,9d 18h 52m 10s,,"Denali Park, AK",1995,9,18,52,10,9.786226852,Yes,19828,0,0.7,0.142857143
1995,8,Vern Halter,9d 20h 5m 30s,,"Willow, AK",1995,9,20,5,30,9.837152778,Yes,18445,0,0.65,0.125
1995,9,Tim Osmar,9d 21h 25m 8s,,"Kasilof, AK",1995,9,21,25,8,9.892453704,Yes,17062,0,0.6,0.111111111
1995,10,Rick Swenson,9d 22h 32m 0s,,"Two Rivers, AK",1995,9,22,32,0,9.938888889,Yes,15678,0,0.55,0.1
1995,11,Peryll Kyzer,10d 1h 55m 40s,,"Willow, AK",1995,10,1,55,40,10.08032407,Yes,13150,0,0.5,0.090909091
1995,12,John Barron,10d 4h 12m 40s,,"Sheep Creek, AK",1995,10,4,12,40,10.17546296,Yes,11127,0,0.45,0.083333333
1995,13,Linwood Fiedler,10d 8h 27m 0s,,"Willow, AK",1995,10,8,27,0,10.35208333,Yes,9609,0,0.4,0.076923077
1995,14,Matt Desalernos,10d 11h 14m 10s,,"Nome, AK",1995,10,11,14,10,10.4681713,Yes,10758,0,0.35,0.071428571
1995,15,David Sawatzky,10d 12h 58m 3s,Yes,"Healy, AK",1995,10,12,58,3,10.5403125,Yes,8092,0,0.3,0.066666667
1995,16,Ramy Brooks,10d 14h 8m 0s,,"Fairbanks, AK",1995,10,14,8,0,10.58888889,Yes,7854,0,0.25,0.0625
1995,17,Jerry Austin,10d 22h 56m 0s,,"Saint Michael, AK",1995,10,22,56,0,10.95555556,Yes,7497,0,0.2,0.058823529
1995,18,Dave Olesen,10d 23h 51m 51s,,"Yellowknife, NWT",1995,10,23,51,51,10.99434028,Yes,7140,0,0.15,0.055555556
1995,19,Ramey Smyth,11d 0h 7m 7s,,"Big Lake, AK",1995,11,0,7,7,11.00494213,Yes,6783,0,0.1,0.052631579
1995,20,Mitch Seavey,11d 0h 7m 31s,,"Seward, AK",1995,11,0,7,31,11.00521991,Yes,6426,0,0.05,0.05
1995,21,John Gourley,11d 0h 33m 59s,,"Wasilla, AK",1995,11,0,33,59,11.02359954,Yes,0,0,0,0.047619048
1995,22,Mark Wildermuth,11d 5h 14m 38s,Yes,"Talkeetna, AK",1995,11,5,14,38,11.21849537,Yes,0,0,0,0.045454545
1995,23,David Milne,11d 8h 7m 34s,Yes,"Dundee, Scotland",1995,11,8,7,34,11.33858796,Yes,0,0,0,0.043478261
1995,24,Randy Adkins,12d 5h 7m 5s,Yes,"Kasilof, AK",1995,12,5,7,5,12.21325231,Yes,0,0,0,0.041666667
1995,25,Harry Caldwell,12d 17h 7m 0s,,"Wasilla, AK",1995,12,17,7,0,12.71319444,Yes,0,0,0,0.04
1995,26,Jack Berry,12d 17h 43m 0s,,"Fritz Creek, AK",1995,12,17,43,0,12.73819444,Yes,0,0,0,0.038461538
1995,27,"Art Church, Jr",12d 23h 0m 29s,Yes,"Willow, AK",1995,12,23,0,29,12.95866898,Yes,0,0,0,0.037037037
1995,28,Cliff Roberson,13d 0h 27m 19s,,"Seattle, WA",1995,13,0,27,19,13.01896991,Yes,0,0,0,0.035714286
1995,29,Dave Branholm,13d 0h 42m 0s,,"Wasilla, AK",1995,13,0,42,0,13.02916667,Yes,0,0,0,0.034482759
1995,30,Robert Salazar,13d 1h 7m 0s,Yes,"Midway, UT",1995,13,1,7,0,13.04652778,Yes,0,0,0,0.033333333
1995,31,Bob Holder,13d 1h 36m 0s,,"Fairbanks, AK",1995,13,1,36,0,13.06666667,Yes,0,0,0,0.032258065
1995,32,Kazuo Kojima,13d 2h 13m 0s,,"Tokyo, Japan",1995,13,2,13,0,13.09236111,Yes,0,0,0,0.03125
1995,32,Libby Riddles,13d 2h 15m 0s,,"Knik, AK",1995,13,2,15,0,13.09375,Yes,0,0,0,0.03125
1995,34,David Dalton,13d 3h 20m 0s,Yes,"Fairbanks, AK",1995,13,3,20,0,13.13888889,Yes,0,0,0,0.029411765
1995,35,Don Lyrek,13d 5h 56m 0s,Yes,"Denali Park, AK",1995,13,5,56,0,13.24722222,Yes,0,0,0,0.028571429
1995,36,Nicolas Pattaroni,13d 6h 32m 0s,Yes,Switzerland,1995,13,6,32,0,13.27222222,Yes,0,0,0,0.027777778
1995,37,Pat Danly,13d 8h 14m 0s,,"Trapper Creek, AK",1995,13,8,14,0,13.34305556,Yes,0,0,0,0.027027027
1995,38,Paula Gmerek,13d 8h 54m 27s,Yes,"Shelbyville, KY",1995,13,8,54,27,13.37114583,Yes,0,0,0,0.026315789
1995,39,Rollin Westrum,13d 9h 42m 0s,,"Anchorage, AK",1995,13,9,42,0,13.40416667,Yes,0,0,0,0.025641026
1995,40,Robert Bundtzen,13d 9h 55m 9s,Yes,"Anchorage, AK",1995,13,9,55,9,13.41329861,Yes,0,0,0,0.025
1995,41,Wayne Curtis,13d 19h 59m 3s,Yes,"Wasilla, AK",1995,13,19,59,3,13.83267361,Yes,0,0,0,0.024390244
1995,42,Jon Terhune,13d 20h 5m 36s,,"Kenai, AK",1995,13,20,5,36,13.83722222,Yes,0,0,0,0.023809524
1995,43,Nikolai Ettyne,14d 15h 45m 0s,,"Chykotka, Russia",1995,14,15,45,0,14.65625,Yes,0,0,0,0.023255814
1995,44,Kjell Risung,14d 16h 5m 0s,Yes,"Eagle River, AK",1995,14,16,5,0,14.67013889,Yes,0,0,0,0.022727273
1995,45,Susan Whiton,14d 22h 50m 54s,Yes,"Willow, AK",1995,14,22,50,54,14.95201389,Yes,0,0,0,0.022222222
1995,46,Max Hall,15d 5h 13m 39s,Yes,"Manchester, England",1995,15,5,13,39,15.2178125,Yes,0,0,0,0.02173913
1995,47,Tim Triumph,16d 13h 15m 0s,Yes,"Houston, AK",1995,16,13,15,0,16.55208333,Yes,0,0,0,0.021276596
1995,48,Larry Williams,16d 23h 56m 26s,Yes,"Chugiak, AK",1995,16,23,56,26,16.99752315,Yes,0,0,0,0.020833333
1995,49,Ben Jacobson,17d 6h 2m 5s,Yes,"Chugiak, AK",1995,17,6,2,5,17.25144676,Yes,0,0,0,0.020408163
1995,99,Don Bowers,0d 0h 0m 0s,Yes,Eagle River AK,1995,0,0,0,0,0,No,0,0,0,0.01010101
1995,99,Bob Bright,0d 0h 0m 0s,,"Chicago, IL",1995,0,0,0,0,0,No,0,0,0,0.01010101
1995,99,Keizo Funatsu,0d 0h 0m 0s,,"Osaka, Japan",1995,0,0,0,0,0,No,0,0,0,0.01010101
1995,99,Pecos Humphreys,0d 0h 0m 0s,,"Talkeetna, AK",1995,0,0,0,0,0,No,0,0,0,0.01010101
1995,99,Diana Moroney,0d 0h 0m 0s,,"Chugiak, AK",1995,0,0,0,0,0,No,0,0,0,0.01010101
1995,99,Barrie Raper,0d 0h 0m 0s,Yes,"Willow, AK",1995,0,0,0,0,0,No,0,0,0,0.01010101
1995,99,Robert Somers,0d 0h 0m 0s,,"Grand Marais, MN",1995,0,0,0,0,0,No,0,0,0,0.01010101
1995,99,Andy Sterns,0d 0h 0m 0s,Yes,"Willow, AK",1995,0,0,0,0,0,No,0,0,0,0.01010101
1995,99,Kathy Swenson,0d 0h 0m 0s,,"Two Rivers, AK",1995,0,0,0,0,0,No,0,0,0,0.01010101
1995,99,Lorren Weaver,0d 0h 0m 0s,,"Wasilla, AK",1995,0,0,0,0,0,No,0,0,0,0.01010101
1994,1,Martin Buser,10d 13h 2m 39s,,"Big Lake, AK",1994,10,13,2,39,10.54350694,Yes,50000,1,1,1
1994,2,Rick Mackey,10d 18h 18m 14s,,"Nenana, AK",1994,10,18,18,14,10.76266204,Yes,39500,0,0.95,0.5
1994,3,Jeff King,10d 21h 46m 9s,,"Denali Park, AK",1994,10,21,46,9,10.90704861,Yes,32000,0,0.9,0.333333333
1994,4,Rick Swenson,10d 22h 19m 41s,,"Two Rivers, AK",1994,10,22,19,41,10.93033565,Yes,24500,0,0.85,0.25
1994,5,Bill Cotter,10d 22h 39m 39s,,"Nenana, AK",1994,10,22,39,39,10.94420139,Yes,21516,0,0.8,0.2
1994,6,Doug Swingley,11d 0h 0m 31s,,"Simms, MT",1994,11,0,0,31,11.0003588,Yes,15000,0,0.75,0.166666667
1994,7,Charlie Boulding,11d 1h 38m 6s,,"Manley, AK",1994,11,1,38,6,11.068125,Yes,14201,0,0.7,0.142857143
1994,8,Tim Osmar,11d 3h 38m 56s,,"Kasilof, AK",1994,11,3,38,56,11.15203704,Yes,13000,0,0.65,0.125
1994,9,DeeDee Jonrowe,11d 4h 25m 15s,,"Willow, AK",1994,11,4,25,15,11.18420139,Yes,12000,0,0.6,0.111111111
1994,10,Susan Butcher,11d 6h 7m 20s,,"Manley, AK",1994,11,6,7,20,11.25509259,Yes,11000,0,0.55,0.1
1994,11,Matt Desalernos,11d 8h 53m 0s,,"Nome, AK",1994,11,8,53,0,11.37013889,Yes,9500,0,0.5,0.090909091
1994,12,Kate Persons,11d 8h 57m 29s,,"Noatak River, AK",1994,11,8,57,29,11.37325231,Yes,9000,0,0.45,0.083333333
1994,13,Vern Halter,11d 11h 34m 13s,,"Trapper Creek, AK",1994,11,11,34,13,11.48209491,Yes,9037,0,0.4,0.076923077
1994,14,Peryll Kyzer,11d 11h 48m 2s,,"Willow, AK",1994,11,11,48,2,11.49168981,Yes,8607,0,0.35,0.071428571
1994,15,Robin Jacobson,11d 13h 54m 0s,,"Squaw Lake, MN",1994,11,13,54,0,11.57916667,Yes,8176,0,0.3,0.066666667
1994,16,Dave Olesen,11d 15h 39m 15s,,"Yellowknife, NWT",1994,11,15,39,15,11.65225694,Yes,7746,0,0.25,0.0625
1994,17,Ramy Brooks,11d 15h 41m 30s,Yes,"Fairbanks, AK",1994,11,15,41,30,11.65381944,Yes,7316,0,0.2,0.058823529
1994,18,Linwood Fiedler,11d 15h 57m 30s,,"Willow, AK",1994,11,15,57,30,11.66493056,Yes,6885,0,0.15,0.055555556
1994,19,Diana Moroney,11d 17h 21m 40s,,"Chugiak, AK",1994,11,17,21,40,11.72337963,Yes,6455,0,0.1,0.052631579
1994,20,Kenth Fjellborg,11d 17h 28m 10s,Yes,"Kiruna, Sweden",1994,11,17,28,10,11.72789352,Yes,6025,0,0.05,0.05
1994,21,Ramey Smyth,12d 6h 46m 10s,Yes,"Big Lake, AK",1994,12,6,46,10,12.28206019,Yes,0,0,0,0.047619048
1994,22,Jerry Austin,12d 7h 17m 7s,,"Saint Michael, AK",1994,12,7,17,7,12.30355324,Yes,0,0,0,0.045454545
